사업장명,영업상태,업태,전화번호,주소,인허가일자,폐업일자,최종수정일,크롤링여부
도도헤어보그,영업/정상,일반미용업,,서울특별시 성북구 정릉동 285-3 ,2004-04-02,,2020-06-27 02:40:00.0,Y
순미용실,영업/정상,일반미용업,,서울특별시 성북구 정릉동 383-77 ,2006-03-03,,2021-02-11 02:40:00.0,Y
김민헤어드레서,영업/정상,일반미용업,02  943 9885,서울특별시 성북구 정릉동 170-29번지 예닮빌딩103호 ,2006-05-23,,2018-08-31 23:59:59.0,Y
끌레오미용실,영업/정상,일반미용업,02 9134486,서울특별시 성북구 정릉동 1015번지 경남아파트 상가 106호,2007-01-08,,2018-08-31 23:59:59.0,Y
미앤미헤어,영업/정상,일반미용업,,서울특별시 성북구 정릉동 464-20번지 ,2007-02-09,,2018-08-31 23:59:59.0,Y
롯데헤어,영업/정상,일반미용업,,서울특별시 성북구 정릉동 779-4 (지상1층) ,2007-09-27,,2020-06-27 02:40:00.0,Y
아게라미용실,영업/정상,일반미용업,,서울특별시 성북구 정릉동 266-108번지 (지상1층) ,2007-02-27,,2018-08-31 23:59:59.0,Y
이종은 헤어,영업/정상,일반미용업,02  985 4191,서울특별시 성북구 정릉동 400-10번지 ,2008-02-20,,2020-02-19 02:40:00.0,Y
더스타일헤어(The Style),영업/정상,일반미용업,02  943 1819,서울특별시 성북구 정릉동 446-3번지 1층 101호,2008-09-26,,2018-11-18 02:36:36.0,Y
마르떼헤어,영업/정상,일반미용업,02 9118002,서울특별시 성북구 정릉동 778-15번지 번지(2층) ,2008-12-09,,2018-08-31 23:59:59.0,Y
셰이크미용실,영업/정상,일반미용업,02  943 5010,서울특별시 성북구 정릉동 16-316번지 (1층) ,2009-05-29,,2018-08-31 23:59:59.0,Y
라온헤어스토리,영업/정상,일반미용업,02  914 6118,서울특별시 성북구 정릉동 1034번지 길음뉴타운10단지(라온유아파트) 지하2층 217호 ,2009-05-18,,2018-08-31 23:59:59.0,Y
라라모모,영업/정상,일반미용업,055 833 1237,서울특별시 성북구 정릉동 350-7 ,2009-05-08,,2021-04-28 00:22:57.0,Y
비비드컬러,영업/정상,일반미용업,02  943 9223,서울특별시 성북구 정릉동 302번지 ,2010-06-10,,2018-08-31 23:59:59.0,Y
무지개미용실,영업/정상,일반미용업,02  928 3469,서울특별시 성북구 정릉동 16-367번지 (1층) ,2010-06-11,,2018-08-31 23:59:59.0,Y
헤어라인,영업/정상,일반미용업,,서울특별시 성북구 정릉동 685-102번지 ,2011-11-25,,2018-08-31 23:59:59.0,Y
윤지헤어,영업/정상,일반미용업,02  941 7761,서울특별시 성북구 정릉동 780번지 지하점포 2호 ,2012-09-05,,2018-08-31 23:59:59.0,Y
The Beauty Shop by Seokyeong University,영업/정상,일반미용업,02  940 7351,서울특별시 성북구 정릉동 산 16-1번지 청운관 L층 103호 ,2013-03-27,,2018-08-31 23:59:59.0,Y
별난머리헤어살롱,영업/정상,일반미용업,02  764 2705,서울특별시 성북구 정릉동 164-2번지 ,2013-10-15,,2018-08-31 23:59:59.0,Y
더 순 헤어,영업/정상,일반미용업,,서울특별시 성북구 정릉동 227-124 ,2013-10-17,,2024-01-12 02:40:00.0,Y
헤어맨,영업/정상,일반미용업,,서울특별시 성북구 정릉동 966-1번지 ,2013-11-05,,2019-05-24 02:40:00.0,Y
델루나헤어샵,영업/정상,일반미용업,02  943 2660,서울특별시 성북구 정릉동 383-4 ,2013-11-21,,2020-09-13 02:40:00.0,Y
최헤어디자인연구소,영업/정상,일반미용업,910 9098,서울특별시 성북구 정릉동 1020 우성쇼핑상가 ,2014-01-14,,2022-04-02 02:40:00.0,Y
마이크로헤어,영업/정상,일반미용업,029425476,서울특별시 성북구 정릉동 1014번지 정릉스카이 쌍용아파트상가 105동 103호,2014-05-02,,2018-08-31 23:59:59.0,Y
루이치헤어,영업/정상,일반미용업,,서울특별시 성북구 정릉동 372-30번지 외1필지 우리빌 제지1층 제비01호,2014-06-16,,2018-08-31 23:59:59.0,Y
골드헤어,영업/정상,일반미용업,,서울특별시 성북구 정릉동 170-16번지 ,2014-09-23,,2018-08-31 23:59:59.0,Y
화식원,영업/정상,일반미용업,,서울특별시 성북구 정릉동 16-156번지 ,2014-07-25,,2020-02-20 00:23:23.0,Y
디자인에이플러스(A+)헤어,영업/정상,일반미용업,,서울특별시 성북구 정릉동 110-39번지 ,2015-03-12,,2018-08-31 23:59:59.0,Y
쎄이염색샵,영업/정상,일반미용업,,서울특별시 성북구 정릉동 107-33 1층 ,2015-09-08,,2025-03-01 02:40:00.0,Y
더뷰티샵,영업/정상,일반미용업,02  940 7357,서울특별시 성북구 정릉동 산 16-1번지 ,2015-09-22,,2018-08-31 23:59:59.0,Y
지투헤어샵,영업/정상,일반미용업,,서울특별시 성북구 정릉동 689-30번지 ,2015-10-07,,2018-08-31 23:59:59.0,Y
그레이스헤어,영업/정상,일반미용업,02779 3702,서울특별시 성북구 정릉동 16-225 ,2015-08-21,,2022-12-31 02:40:00.0,Y
올라헤어,영업/정상,일반미용업,,서울특별시 성북구 정릉동 16-170 ,2016-01-11,,2024-04-27 02:40:00.0,Y
머리하는집,영업/정상,일반미용업,,서울특별시 성북구 정릉동 16-131번지 ,2016-01-19,,2018-08-31 23:59:59.0,Y
오나(O.na)쌀롱,영업/정상,일반미용업,,서울특별시 성북구 정릉동 416-4번지 ,2016-02-16,,2018-08-31 23:59:59.0,Y
예쁜머리만들기,영업/정상,일반미용업,02 9145553,서울특별시 성북구 정릉동 372-38번지 ,2016-03-07,,2018-08-31 23:59:59.0,Y
수헤어,영업/정상,일반미용업,,서울특별시 성북구 정릉동 407-10번지 ,2016-04-01,,2018-08-31 23:59:59.0,Y
샬롬헤어샵,영업/정상,일반미용업,,서울특별시 성북구 정릉동 398-8 ,2016-06-22,,2020-06-27 02:40:00.0,Y
오땡큐,영업/정상,일반미용업,02   9191100,서울특별시 성북구 정릉동 372-7번지 ,2016-08-22,,2018-08-31 23:59:59.0,Y
이훈올(ALL)30000(정릉점),영업/정상,일반미용업,02 9113009,서울특별시 성북구 정릉동 164-15번지 ,2016-08-31,,2018-08-31 23:59:59.0,Y
오미헤어,영업/정상,일반미용업,02 9150777,서울특별시 성북구 정릉동 350-10번지 ,2016-10-31,,2018-08-31 23:59:59.0,Y
은빈헤어,영업/정상,일반미용업,,서울특별시 성북구 정릉동 192-133번지 1층 ,2017-05-16,,2019-08-28 02:40:00.0,Y
Dr.지은 두피탈모전문&헤어,영업/정상,일반미용업,,서울특별시 성북구 정릉동 1034번지 길음뉴타운10단지 라온유아파트 상가동 B114호,2017-05-17,,2018-08-31 23:59:59.0,Y
제이헤어,영업/정상,일반미용업,,서울특별시 성북구 정릉동 483-11번지 ,2017-07-11,,2020-01-31 02:40:00.0,Y
헤어카페,영업/정상,일반미용업,,서울특별시 성북구 정릉동 1020번지 우성쇼핑상가 1 107호,2017-07-27,,2018-08-31 23:59:59.0,Y
힐탑헤어,영업/정상,일반미용업,,서울특별시 성북구 정릉동 239번지 정릉풍림아이원 상가동 209호,2019-08-16,,2019-08-18 02:22:04.0,Y
도교헤어살롱,영업/정상,일반미용업,,서울특별시 성북구 정릉동 192-152번지 ,2020-01-21,,2020-01-23 00:23:24.0,Y
리안헤어 정릉시장점,영업/정상,일반미용업,070 81580406,서울특별시 성북구 정릉동 401-63 보람빌딩 ,2020-03-09,,2022-08-03 02:40:00.0,Y
지저스 헤어,영업/정상,일반미용업,,서울특별시 성북구 정릉동 394-3 ,2020-11-17,,2020-11-19 00:23:08.0,Y
핑크헤어,영업/정상,일반미용업,,서울특별시 성북구 정릉동 45-20 ,2020-12-01,,2020-12-03 00:23:07.0,Y
"헤어,꼼므",영업/정상,일반미용업,,서울특별시 성북구 정릉동 393-3 ,2021-03-26,,2021-03-28 00:22:59.0,Y
아르테맨즈,영업/정상,일반미용업,,서울특별시 성북구 정릉동 111-20 ,2021-04-13,,2021-04-15 00:22:57.0,Y
승 미용실,영업/정상,일반미용업,,서울특별시 성북구 정릉동 266-99 초대교회 ,2021-05-25,,2021-05-27 00:22:55.0,Y
에이바헤어 정릉시장점,영업/정상,일반미용업,,서울특별시 성북구 정릉동 400-25 ,2021-06-09,,2022-01-16 02:40:00.0,Y
브이아이피 헤어공간(VIP 헤어공간),영업/정상,일반미용업,,서울특별시 성북구 정릉동 1034 길음뉴타운10단지 ,2021-07-21,,2021-07-23 00:22:52.0,Y
장은경헤어,영업/정상,일반미용업,,서울특별시 성북구 정릉동 164-1 삼성파크빌7차 ,2021-10-15,,2021-10-17 00:22:47.0,Y
공간헤어,영업/정상,일반미용업,,서울특별시 성북구 정릉동 1018 길음뉴타운 데시앙 ,2021-12-07,,2021-12-09 00:22:52.0,Y
"헤어,봄",영업/정상,일반미용업,,서울특별시 성북구 정릉동 685-104 ,2022-03-02,,2022-03-04 00:22:37.0,Y
아위르 붙임머리,영업/정상,일반미용업,,서울특별시 성북구 정릉동 409-36,2022-03-17,,2024-12-04 00:04:00.0,Y
살롱더함,영업/정상,일반미용업,,서울특별시 성북구 정릉동 525-1 아이콘스타 ,2022-04-05,,2022-04-07 00:22:34.0,Y
풍림미용실,영업/정상,일반미용업,,서울특별시 성북구 정릉동 239 정릉풍림아이원 ,2022-06-02,,2022-06-04 00:22:32.0,Y
찐헤어,영업/정상,일반미용업,,서울특별시 성북구 정릉동 409-17 ,2022-07-29,,2022-07-31 00:22:29.0,Y
마르떼 미용실,영업/정상,일반미용업,,서울특별시 성북구 정릉동 239 정릉풍림아이원 ,2023-03-14,,2023-03-16 00:41:27.0,Y
주노미용실,영업/정상,일반미용업,,서울특별시 성북구 정릉동 396-41 ,2023-12-26,,2023-12-28 02:40:00.0,Y
유숲헤어(U-Soop hair),영업/정상,일반미용업,,서울특별시 성북구 정릉동 120-5 ,2024-01-23,,2024-01-25 00:16:23.0,Y
에이치제이헤어(HJ),영업/정상,일반미용업,,서울특별시 성북구 정릉동 494 정릉중앙하이츠빌1단지아파트 ,2024-04-23,,2024-04-25 00:14:56.0,Y
누리헤어,영업/정상,일반미용업,,서울특별시 성북구 정릉동 266-105 ,2025-02-20,,2025-02-22 00:10:41.0,Y
정릉사우나 피부미용실,영업/정상,피부미용업,,서울특별시 성북구 정릉동 465-1번지 ,2011-12-23,,2018-08-31 23:59:59.0,Y
하얀 피부샵,영업/정상,피부미용업,02 9417420,서울특별시 성북구 정릉동 1020 정릉우성아파트 ,2016-03-08,,2023-11-25 02:40:00.0,Y
홍은정 에스테틱,영업/정상,피부미용업,,서울특별시 성북구 정릉동 303-4번지 ,2017-01-04,,2018-08-31 23:59:59.0,Y
가꾸는동안 정릉본점,영업/정상,피부미용업,,서울특별시 성북구 정릉동 401-2 시온쇼핑 ,2017-02-27,,2020-10-16 02:40:00.0,Y
미샾스킨케어,영업/정상,피부미용업,,서울특별시 성북구 정릉동 779-2번지 3층 305호,2018-01-04,,2018-08-31 23:59:59.0,Y
황후에스테틱,영업/정상,피부미용업,,서울특별시 성북구 정릉동 164-15번지 2층 ,2018-01-08,,2019-03-01 02:40:00.0,Y
"피부애(愛), 반하다",영업/정상,피부미용업,,서울특별시 성북구 정릉동 1028-2번지 상가 301동 101호,2019-05-07,,2019-05-09 02:20:41.0,Y
미플 정릉점,영업/정상,피부미용업,029094450,서울특별시 성북구 정릉동 401-46번지 청수프라자 ,2019-11-01,,2019-11-03 00:23:22.0,Y
제이에스테틱,영업/정상,피부미용업,,서울특별시 성북구 정릉동 685-34 CMHS빌 ,2020-04-29,,2020-07-08 02:40:00.0,Y
케이뷰티케어센터,영업/정상,피부미용업,,서울특별시 성북구 정릉동 409-51 ,2020-08-24,,2020-08-26 00:23:13.0,Y
라비앙제이,영업/정상,피부미용업,,서울특별시 성북구 정릉동 150-45 영빈장여관 ,2022-07-22,,2022-07-24 00:22:29.0,Y
민스킨앤바디,영업/정상,피부미용업,,서울특별시 성북구 정릉동 409-38 ,2023-06-28,,2023-06-30 00:19:11.0,Y
비채케어,영업/정상,피부미용업,,서울특별시 성북구 정릉동 239 정릉풍림아이원 ,2023-12-01,,2023-12-03 00:17:36.0,Y
수니뷰티살롱,영업/정상,피부미용업,,서울특별시 성북구 정릉동 291-8 ,2024-01-19,,2024-01-21 00:16:53.0,Y
스킨 앤 브로우,영업/정상,피부미용업,,서울특별시 성북구 정릉동 16-290,2025-03-27,,2024-12-02 22:09:00.0,Y
더뷰티샵,영업/정상,피부미용업,,서울특별시 성북구 정릉동 산 16-1 서경대학교,2025-04-24,,2024-12-03 22:06:00.0,Y
산장미용실,영업/정상,일반미용업,02 9172760,서울특별시 성북구 정릉동 774-5 ,1978-02-04,,2020-06-27 02:40:00.0,Y
쎄븐헤어클럽,영업/정상,일반미용업,02 9180853,서울특별시 성북구 정릉동 171-2번지 ,1982-10-16,,2018-08-31 23:59:59.0,Y
유정,영업/정상,일반미용업,0209169657,서울특별시 성북구 정릉동 523-1번지 ,1986-02-05,,2018-08-31 23:59:59.0,Y
선영주미용실,영업/정상,일반미용업,02 9183306,서울특별시 성북구 정릉동 372-3번지 외 1필지 1층 101호,1986-06-11,,2018-08-31 23:59:59.0,Y
강헤어샆,영업/정상,일반미용업,0209197405,서울특별시 성북구 정릉동 372-48번지 ,1990-01-12,,2018-08-31 23:59:59.0,Y
아리랑,영업/정상,일반미용업,02 9183015,서울특별시 성북구 정릉동 145-2번지 ,1991-05-09,,2018-08-31 23:59:59.0,Y
머리카락헤어컬렉션,영업/정상,일반미용업,02 9113151,서울특별시 성북구 정릉동 266-93 ,1995-10-02,,2020-06-27 02:40:00.0,Y
정릉미용실,영업/정상,일반미용업,02 9143728,서울특별시 성북구 정릉동 485-2 동성네스트 ,2004-12-30,,2022-03-26 02:40:00.0,Y
아름다운샘 hair&make,영업/정상,일반미용업,,서울특별시 성북구 정릉동 653-40 ,2005-10-05,,2021-08-01 02:40:00.0,Y
지니헤어,영업/정상,일반미용업,02 9133350,서울특별시 성북구 정릉동 260-74 (지상1층) ,2007-06-14,,2020-06-27 02:40:00.0,Y
태후사랑헤어샵,영업/정상,일반미용업,02  926 0405,서울특별시 성북구 정릉동 405-1번지 ,2011-11-07,,2018-08-31 23:59:59.0,Y
이쁜손톱,영업/정상,일반미용업,02  943 3005,서울특별시 성북구 정릉동 1028-1 201동 204-1호,2015-10-15,,2021-01-29 00:23:13.0,Y
핑키,영업/정상,네일아트업,,서울특별시 성북구 정릉동 416-1 ,2016-07-12,,2023-05-12 00:19:53.0,Y
벨루스헤어,영업/정상,일반미용업,02  941 3272,서울특별시 성북구 정릉동 281-3번지 1층 ,2018-04-23,,2018-08-31 23:59:59.0,Y
빡쌤헤어,영업/정상,일반미용업,070 89598422,서울특별시 성북구 정릉동 393-2번지 2층 ,2019-02-28,,2019-03-02 02:21:37.0,Y
정릉힐링테라피&친환경염색방,영업/정상,일반미용업,02 9878575,서울특별시 성북구 정릉동 523-4 ,2024-09-27,,2024-09-29 00:12:43.0,Y
빨간손톱,영업/정상,네일아트업,,서울특별시 성북구 정릉동 413-32번지 1층 ,2016-10-20,,2018-08-31 23:59:59.0,Y
네일 프로젝트(Nail Project),영업/정상,네일아트업,,서울특별시 성북구 정릉동 484번지 ,2019-04-22,,2020-02-12 02:40:00.0,Y
나티네일,영업/정상,네일아트업,,서울특별시 성북구 정릉동 1018 태영아파트 ,2020-10-27,,2020-10-29 00:23:30.0,Y
"샵에이치네일(# H,NAIL)",영업/정상,네일아트업,,서울특별시 성북구 정릉동 16-206 ,2021-01-21,,2021-01-23 00:23:11.0,Y
아도르 네일,영업/정상,네일아트업,,서울특별시 성북구 정릉동 140-9 ,2021-04-08,,2021-04-10 00:23:08.0,Y
예뽀네일,영업/정상,네일아트업,,서울특별시 성북구 정릉동 16-244 파인캐슬 ,2021-08-10,,2021-08-12 00:22:50.0,Y
네일1629,영업/정상,네일아트업,,서울특별시 성북구 정릉동 16-29 ,2022-06-09,,2022-06-11 00:22:30.0,Y
도로시 네일,영업/정상,네일아트업,,서울특별시 성북구 정릉동 779-1 ,2023-10-16,,2023-10-18 00:17:48.0,Y
샤인바비,영업/정상,일반미용업,070 81602454,서울특별시 성북구 정릉동 16-224 1층 ,2016-10-27,,2023-11-26 00:17:03.0,Y
정 헤어샾,영업/정상,일반미용업,,서울특별시 성북구 정릉동 892-6번지 ,2015-02-23,,2018-08-31 23:59:59.0,Y
네일핏,영업/정상,네일아트업,,서울특별시 성북구 정릉동 464-21번지 ,2014-11-25,,2018-08-31 23:59:59.0,Y
WITH NAIL(위드네일),영업/정상,네일아트업,,서울특별시 성북구 정릉동 411-1번지 1층(우측) ,2017-03-02,,2018-08-31 23:59:59.0,Y
래쉬온,영업/정상,메이크업업,,서울특별시 성북구 정릉동 474-2번지 ,2020-02-05,,2020-02-07 00:23:23.0,Y
시리뷰티,영업/정상,메이크업업,,서울특별시 성북구 정릉동 266-99 초대교회 ,2021-11-08,,2021-11-10 00:22:45.0,Y
자밀라래쉬,영업/정상,메이크업업,,서울특별시 성북구 정릉동 16-157 행복장여인숙 ,2022-01-20,,2022-01-22 00:22:40.0,Y
모아뷰티,영업/정상,메이크업업,,서울특별시 성북구 정릉동 192-270 ,2024-05-16,,2024-05-18 00:14:36.0,Y
살롱더함 브로우,영업/정상,메이크업업,,서울특별시 성북구 정릉동 525-1 아이콘스타 ,2022-04-05,,2022-04-07 00:22:34.0,Y
아르나뷰티(Arna beauty),영업/정상,피부미용업,,서울특별시 성북구 정릉동 194-6 ,2024-06-04,,2024-06-08 00:14:19.0,Y
누아르뷰티,영업/정상,피부미용업,,서울특별시 성북구 정릉동 138-14 3층 ,2024-07-03,,2024-07-05 00:13:56.0,Y
손끝 물들다,영업/정상,네일아트업,,서울특별시 성북구 정릉동 372-15번지 ,2016-04-07,,2018-08-31 23:59:59.0,Y
손수,영업/정상,네일아트업,,서울특별시 성북구 정릉동 778-1 2층 2동 ,2015-08-31,,2020-07-01 02:40:00.0,Y
티엘티(tlt),영업/정상,네일아트업,,서울특별시 성북구 정릉동 111-36 ,2022-06-17,,2022-06-19 00:22:30.0,Y
