사업장명,영업상태,업태,전화번호,주소,인허가일자,폐업일자,최종수정일,크롤링여부
하오하오츠,영업/정상,중국식,,서울특별시 성북구 정릉동 192-90 ,2019-01-10,,2023-11-04 02:40:00.0,Y
뚱땡이왕족발,영업/정상,한식,02  909 5301,서울특별시 성북구 정릉동 344-3번지 ,1987-12-04,,2018-08-31 23:59:59.0,Y
거기,영업/정상,한식,02 9136910,서울특별시 성북구 정릉동 885-7번지 ,1999-08-30,,2018-08-31 23:59:59.0,Y
어나더 굿뉴스,영업/정상,기타,,서울특별시 성북구 정릉동 130-2 ,2023-08-10,,2023-08-12 00:18:34.0,Y
주주김밥,영업/정상,한식,,서울특별시 성북구 정릉동 966-101 ,2023-08-22,,2023-08-24 00:18:36.0,Y
동우식당,영업/정상,분식,02 9119305,서울특별시 성북구 정릉동 192-176번지 ,1999-07-23,,2018-08-31 23:59:59.0,Y
오야오야,영업/정상,기타,02 9092655,"서울특별시 성북구 정릉동 260-30번지 ,776-49 ",1972-03-15,,2018-08-31 23:59:59.0,Y
꾸지뽕 민물 매운탕 & 장단콩 마을,영업/정상,한식,02 9167680,서울특별시 성북구 정릉동 820-47 ,1987-04-01,,2023-07-26 02:40:00.0,Y
청수장,영업/정상,한식,02 9136176,서울특별시 성북구 정릉동 416-27 (1층) ,1984-12-21,,2021-09-15 02:40:00.0,Y
솔샘길 기사식당,영업/정상,한식,02 9168706,서울특별시 성북구 정릉동 295-11 ,2000-04-19,,2023-04-30 02:40:00.0,Y
미스터전(Mr.전),영업/정상,분식,,서울특별시 성북구 정릉동 894-4 ,1999-07-08,,2021-12-09 02:40:00.0,Y
서경포차,영업/정상,호프/통닭,02 9133743,"서울특별시 성북구 정릉동 227-72 명성맨션 101호,102호 ",1999-07-20,,2022-03-12 02:40:00.0,Y
투다리,영업/정상,정종/대포집/소주방,02 9421968,서울특별시 성북구 정릉동 394-3 ,1995-12-13,,2021-12-15 02:40:00.0,Y
큰집닭강정 정릉점,영업/정상,기타,02  941 9294,서울특별시 성북구 정릉동 400-25번지 ,2019-04-08,,2019-04-10 02:20:18.0,Y
만남의광장,영업/정상,기타,,서울특별시 성북구 정릉동 780번지 산장아파트 ,2019-03-07,,2019-11-21 02:40:00.0,Y
다이츠키,영업/정상,기타,,서울특별시 성북구 정릉동 684-26 ,2019-03-07,,2025-02-20 02:40:00.0,Y
선희정,영업/정상,한식,02 9416669,서울특별시 성북구 정릉동 45-72번지 ,2000-08-30,,2018-08-31 23:59:59.0,Y
대중식당,영업/정상,한식,02 9434840,서울특별시 성북구 정릉동 175-14 ,1998-12-02,,2021-12-09 02:40:00.0,Y
숯불의닭,영업/정상,한식,02 9421488,서울특별시 성북구 정릉동 351 ,1995-06-30,,2021-10-16 02:40:00.0,Y
김치찜에 진심 성북점,영업/정상,한식,02  914 1525,서울특별시 성북구 정릉동 16-141 ,1973-03-27,,2023-11-03 02:40:00.0,Y
청수만남,영업/정상,분식,02 9426543,서울특별시 성북구 정릉동 826번지 ,1968-08-28,,2018-08-31 23:59:59.0,Y
대왕유통직영셀프민물장어,영업/정상,한식,029148384,서울특별시 성북구 정릉동 820-4번지 ,1984-12-05,,2018-08-31 23:59:59.0,Y
일번지 옛날통닭,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 110-32번지 ,2019-05-15,,2019-05-17 02:20:47.0,Y
가마치통닭 정릉역점,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 139-58 ,2023-06-15,,2023-11-04 02:40:00.0,Y
사이공본가 정릉점,영업/정상,"외국음식전문점(인도,태국등)",,서울특별시 성북구 정릉동 396-41번지 1층 ,2019-06-17,,2019-06-19 02:21:42.0,Y
고기창고,영업/정상,한식,,서울특별시 성북구 정릉동 400-7번지 지상1층 ,2019-05-23,,2019-05-25 02:20:54.0,Y
야한곱창,영업/정상,한식,,서울특별시 성북구 정릉동 1035-6 정릉2차 e-편한세상 상가동 107호,2019-05-29,,2023-07-16 02:40:00.0,Y
쎼쎼양꼬치,영업/정상,한식,,서울특별시 성북구 정릉동 900-2 ,2019-04-22,,2022-07-30 02:40:00.0,Y
현주네닭볶음탕,영업/정상,한식,02 9116667,서울특별시 성북구 정릉동 957-5 ,2019-04-12,,2024-06-26 02:40:00.0,Y
햇살속으로,영업/정상,기타,,서울특별시 성북구 정릉동 16-448번지 에덴교회 ,2019-04-15,,2019-04-17 02:20:31.0,Y
웰빙유황오리,영업/정상,한식,02 9154701,서울특별시 성북구 정릉동 132-125 ,1993-06-14,,2023-11-23 02:40:00.0,Y
우리집양념통닭,영업/정상,통닭(치킨),0209192552,서울특별시 성북구 정릉동 141-9번지 ,1991-08-07,,2018-08-31 23:59:59.0,Y
홈타운바베큐치킨,영업/정상,통닭(치킨),02 9140011,서울특별시 성북구 정릉동 227 (1층) ,2000-04-04,,2021-10-10 02:40:00.0,Y
키웨스트 커피,영업/정상,한식,02 9412341,서울특별시 성북구 정릉동 281-3번지 ,1996-04-09,,2018-08-31 23:59:59.0,Y
북악골,영업/정상,한식,,서울특별시 성북구 정릉동 892-9번지 ,1993-01-08,,2018-09-14 23:59:59.0,Y
항아리,영업/정상,한식,02  911 9677,서울특별시 성북구 정릉동 347-5 ,2000-05-22,,2025-02-28 02:40:00.0,Y
중화관,영업/정상,중국식,02 9413613,서울특별시 성북구 정릉동 160-20번지 ,1991-05-29,,2018-08-31 23:59:59.0,Y
퍼플레인,영업/정상,호프/통닭,02 9437923,서울특별시 성북구 정릉동 669-6번지 ,1991-06-01,,2018-08-31 23:59:59.0,Y
명호,영업/정상,정종/대포집/소주방,02 9434610,서울특별시 성북구 정릉동 465-5번지 ,2000-08-24,,2018-08-31 23:59:59.0,Y
토크쇼,영업/정상,호프/통닭,02 9151590,서울특별시 성북구 정릉동 771-46 산장상가 나동 105호,1995-03-14,,2021-11-06 02:40:00.0,Y
비비큐치킨,영업/정상,통닭(치킨),02 9170808,서울특별시 성북구 정릉동 16-301 ,1996-03-16,,2023-12-23 02:40:00.0,Y
보배집,영업/정상,한식,0209190339,서울특별시 성북구 정릉동 350-1 ,1993-01-20,,2021-12-22 02:40:00.0,Y
손가네가마솥,영업/정상,한식,02 9146482,서울특별시 성북구 정릉동 14-33 ,1993-05-07,,2023-03-16 02:40:00.0,Y
로터리감자국,영업/정상,탕류(보신용),0209164139,서울특별시 성북구 정릉동 16-204 ,1991-12-18,,2023-12-23 02:40:00.0,Y
향나무국수집,영업/정상,한식,02  36753775,서울특별시 성북구 정릉동 649-14 ,2011-11-29,,2022-01-07 02:40:00.0,Y
사계절보리밥,영업/정상,한식,02  914 4258,서울특별시 성북구 정릉동 685-62번지 ,2010-06-29,,2018-08-31 23:59:59.0,Y
형제곱창,영업/정상,한식,02 9107453,서울특별시 성북구 정릉동 16-186 ,1998-11-26,,2021-09-30 02:40:00.0,Y
일산치킨,영업/정상,탕류(보신용),02 9143572,서울특별시 성북구 정릉동 966-7번지 ,1998-11-30,,2018-08-31 23:59:59.0,Y
싱싱회수산,영업/정상,횟집,02 9899995,서울특별시 성북구 정릉동 373-2번지 ,1999-03-16,,2018-08-31 23:59:59.0,Y
서울갈비,영업/정상,한식,02 9121902,서울특별시 성북구 정릉동 175-22번지 ,1999-02-04,,2018-08-31 23:59:59.0,Y
주당끼리,영업/정상,탕류(보신용),02 9439715,서울특별시 성북구 정릉동 894-1번지 ,2000-03-04,,2018-08-31 23:59:59.0,Y
봉화묵집,영업/정상,한식,02 9181668,서울특별시 성북구 정릉동 488-1번지 ,1999-10-09,,2018-08-31 23:59:59.0,Y
북악루,영업/정상,중국식,02 9139702,서울특별시 성북구 정릉동 891-1번지 ,1997-04-19,,2018-08-31 23:59:59.0,Y
정릉순대국집,영업/정상,탕류(보신용),02 9198919,서울특별시 성북구 정릉동 260-30번지 ,1998-01-14,,2018-08-31 23:59:59.0,Y
오직 떡볶이,영업/정상,분식,,서울특별시 성북구 정릉동 363번지 ,2018-05-31,,2018-08-31 23:59:59.0,Y
인찜 인생최고의 찜닭,영업/정상,한식,,서울특별시 성북구 정릉동 258-12 ,2018-06-04,,2022-03-17 02:40:00.0,Y
정가네지짐이,영업/정상,한식,,서울특별시 성북구 정릉동 106-3번지 영신빌딩 ,2018-06-15,,2018-08-31 23:59:59.0,Y
회이크 아웃,영업/정상,호프/통닭,02 912 0099,서울특별시 성북구 정릉동 110-40 (1층) ,2010-05-19,,2021-04-15 02:40:00.0,Y
남원추어탕,영업/정상,한식,02  942 7327,서울특별시 성북구 정릉동 396-3번지 ,1998-01-10,,2018-08-31 23:59:59.0,Y
카페테인(Caffe TAIN),영업/정상,까페,,서울특별시 성북구 정릉동 674-3 B101호,2013-01-15,,2023-11-02 02:40:00.0,Y
우리집김밥,영업/정상,김밥(도시락),02 9126143,서울특별시 성북구 정릉동 16-202번지 ,1996-12-06,,2018-10-26 02:36:59.0,Y
양산박,영업/정상,중국식,02 9148700,서울특별시 성북구 정릉동 258-35 ,1996-05-01,,2021-08-31 02:40:00.0,Y
송강루,영업/정상,중국식,02 9141308,서울특별시 성북구 정릉동 1013번지 ,1995-07-20,,2018-08-31 23:59:59.0,Y
포차천국(국민대점),영업/정상,한식,02 9124240,서울특별시 성북구 정릉동 654-34 ,1998-03-13,,2020-07-31 02:40:00.0,Y
김대포연탄구이,영업/정상,한식,0209195462,서울특별시 성북구 정릉동 792-1 상신빌라 ,1993-12-15,,2020-10-08 02:40:00.0,Y
데블스피자,영업/정상,한식,02 9146842,서울특별시 성북구 정릉동 669-8번지 ,1997-10-01,,2020-06-11 02:40:00.0,Y
불타는돼지,영업/정상,한식,,서울특별시 성북구 정릉동 966-95 ,1998-07-24,,2021-02-27 02:40:00.0,Y
바다향,영업/정상,탕류(보신용),02 9428033,서울특별시 성북구 정릉동 800-75번지 ,1993-08-26,,2018-08-31 23:59:59.0,Y
맘스터치,영업/정상,기타,,서울특별시 성북구 정릉동 227-178 지하1층 ,2014-01-13,,2023-11-02 02:40:00.0,Y
용비어천가,영업/정상,호프/통닭,050714013494,서울특별시 성북구 정릉동 957-3 ,2013-02-25,,2024-06-26 02:40:00.0,Y
한모둠순대국 남가네설악추어탕,영업/정상,탕류(보신용),02 9423634,서울특별시 성북구 정릉동 690-4번지 ,2003-10-06,,2020-02-01 02:40:00.0,Y
본가장수촌누룽지백숙,영업/정상,한식,02 9095641,서울특별시 성북구 정릉동 397-19 ,2004-03-02,,2025-01-01 02:40:00.0,Y
정릉식당,영업/정상,한식,02 9419514,서울특별시 성북구 정릉동 347-1번지 ,1994-05-06,,2018-08-31 23:59:59.0,Y
정릉감자탕갈비탕,영업/정상,분식,,서울특별시 성북구 정릉동 16-163번지 ,2013-02-14,,2018-08-31 23:59:59.0,Y
꼬꼬방,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 16-173 ,2003-05-31,,2021-04-30 02:40:00.0,Y
메가커피 북한산 정릉점,영업/정상,호프/통닭,02 9183834,서울특별시 성북구 정릉동 780 ,2002-12-12,,2021-05-29 02:40:00.0,Y
시골집참나무장작구이,영업/정상,한식,02  915 6547,서울특별시 성북구 정릉동 822-28번지 외 1필지 ,2004-02-04,,2018-08-31 23:59:59.0,Y
대성각,영업/정상,중국식,02 9425599,서울특별시 성북구 정릉동 107-31번지 ,2003-08-04,,2018-08-31 23:59:59.0,Y
맛사랑,영업/정상,기타,02  919 3399,서울특별시 성북구 정릉동 704-18번지 ,2002-10-16,,2018-08-31 23:59:59.0,Y
먹쇠식당,영업/정상,분식,02  917 0289,서울특별시 성북구 정릉동 894-11 지상1층 ,2011-03-07,,2021-01-02 02:40:00.0,Y
보리보리시골밥상,영업/정상,한식,,서울특별시 성북구 정릉동 674-3번지 ,2011-03-07,,2018-08-31 23:59:59.0,Y
김밥고을,영업/정상,김밥(도시락),02 9097171,서울특별시 성북구 정릉동 671-3 101 ,2002-12-24,,2021-09-16 02:40:00.0,Y
치즈밥있슈 서경대점,영업/정상,분식,,서울특별시 성북구 정릉동 266-405 1층 ,2011-03-18,,2024-10-06 02:40:00.0,Y
진흥왕족발,영업/정상,한식,02 9174469,서울특별시 성북구 정릉동 416-10 ,2003-08-21,,2021-09-30 02:40:00.0,Y
와와불닭발&포차,영업/정상,기타,02 9132290,서울특별시 성북구 정릉동 266-428 ,2014-12-15,,2022-04-24 02:40:00.0,Y
SELF 장어세상,영업/정상,횟집,02 9439827,서울특별시 성북구 정릉동 966-193 ,2003-09-03,,2023-11-03 02:40:00.0,Y
참이맛감자탕(정릉점),영업/정상,탕류(보신용),02  912 2001,서울특별시 성북구 정릉동 239번지 정릉풍림상가 ,2014-01-29,,2019-12-29 02:40:00.0,Y
"꼬지앤덮밥,참치야",영업/정상,기타,02 9095532,서울특별시 성북구 정릉동 854-2 1층 ,2010-06-18,,2024-07-03 02:40:00.0,Y
함지박,영업/정상,통닭(치킨),,서울특별시 성북구 정릉동 16-301번지 ,2012-11-28,,2020-05-31 02:40:00.0,Y
담소면옥,영업/정상,한식,02  982 5070,서울특별시 성북구 정릉동 290-54번지 1층 ,2010-06-07,,2019-11-02 02:40:00.0,Y
정릉쭈꾸미,영업/정상,한식,,서울특별시 성북구 정릉동 383-98 (1층) ,2010-06-07,,2021-12-04 02:40:00.0,Y
대박마차,영업/정상,정종/대포집/소주방,02  909 4416,서울특별시 성북구 정릉동 16-14번지 (1층) ,2010-06-17,,2018-08-31 23:59:59.0,Y
깡돈,영업/정상,한식,02  906 9580,서울특별시 성북구 정릉동 199-7 ,2018-07-05,,2022-06-18 02:40:00.0,Y
뚝배기시대,영업/정상,중국식,,서울특별시 성북구 정릉동 684-12번지 메죵두피아노 ,2018-07-06,,2018-12-02 02:40:00.0,Y
정다운 상차림,영업/정상,한식,,서울특별시 성북구 정릉동 16-291 ,2018-07-06,,2022-10-23 02:40:00.0,Y
한솥도시락 국민대고려보건대점,영업/정상,한식,,서울특별시 성북구 정릉동 653-1번지 ,2014-02-18,,2018-08-31 23:59:59.0,Y
은이김밥,영업/정상,분식,02  916 2356,서울특별시 성북구 정릉동 1018번지 태영아파트 상가동 109호 ,2015-11-18,,2018-08-31 23:59:59.0,Y
구름파스타,영업/정상,경양식,,서울특별시 성북구 정릉동 260-29 ,2015-11-18,,2021-09-01 02:40:00.0,Y
긴타로,영업/정상,기타,,서울특별시 성북구 정릉동 374-15번지 ,2015-11-19,,2018-12-09 02:40:00.0,Y
피자헛(정릉2호점),영업/정상,패스트푸드,,서울특별시 성북구 정릉동 400-2번지 ,2013-01-10,,2018-08-31 23:59:59.0,Y
만나뼈다귀해장국,영업/정상,탕류(보신용),,"서울특별시 성북구 정릉동 405-1번지 나동 1층1,2,3,4호",2002-11-28,,2018-08-31 23:59:59.0,Y
동대문엽기떡볶이 정릉점,영업/정상,분식,,서울특별시 성북구 정릉동 164-15 ,2012-11-23,,2023-02-23 02:40:00.0,Y
언니네김밥,영업/정상,한식,,서울특별시 성북구 정릉동 396-41 ,2012-11-21,,2020-12-17 02:40:00.0,Y
정릉회관,영업/정상,한식,,서울특별시 성북구 정릉동 704-21번지 ,2019-07-18,,2019-07-20 02:21:41.0,Y
삼양동 우동집,영업/정상,분식,,서울특별시 성북구 정릉동 164-2번지 김창주소아과 ,2019-08-09,,2019-08-11 02:22:09.0,Y
자연향,영업/정상,한식,,서울특별시 성북구 정릉동 772-4 ,2019-09-04,,2023-11-02 02:40:00.0,Y
쏭다방＆포차,영업/정상,기타,,서울특별시 성북구 정릉동 772-4 ,2019-09-03,,2020-12-13 02:40:00.0,Y
술이랑,영업/정상,기타,02  909 1918,서울특별시 성북구 정릉동 266-179번지 ,2019-06-26,,2019-06-28 02:21:22.0,Y
라이완,영업/정상,중국식,,서울특별시 성북구 정릉동 394-3번지 ,2019-06-24,,2019-06-26 02:21:21.0,Y
보그너커피 정릉점,영업/정상,기타,070 41057637,서울특별시 성북구 정릉동 303-6번지 ,2015-09-23,,2018-08-31 23:59:59.0,Y
생생돈까스 정릉점,영업/정상,경양식,,서울특별시 성북구 정릉동 289-30번지 ,2015-09-24,,2018-08-31 23:59:59.0,Y
맥주정원,영업/정상,경양식,,서울특별시 성북구 정릉동 292-12 ,2012-12-28,,2023-03-11 02:40:00.0,Y
아리랑순대국,영업/정상,한식,,서울특별시 성북구 정릉동 106-3 ,2012-12-18,,2021-11-13 02:40:00.0,Y
빅쭌부대찌개 정릉점,영업/정상,한식,,서울특별시 성북구 정릉동 409-95 ,2024-11-13,,2024-11-15 00:12:04.0,Y
에프터글로우(AFTERGLOW),영업/정상,한식,,서울특별시 성북구 정릉동 289-37 ,2024-11-01,,2024-11-03 00:12:13.0,Y
꽁식당,영업/정상,한식,,서울특별시 성북구 정릉동 산 87-374 ,2024-08-26,,2024-11-03 02:40:00.0,Y
계주명가,영업/정상,한식,,서울특별시 성북구 정릉동 400-10 ,2024-10-28,,2024-10-30 00:12:25.0,Y
순희네,영업/정상,한식,,서울특별시 성북구 정릉동 150-7 ,2024-09-06,,2024-09-08 00:13:45.0,Y
바움아트스페이스,영업/정상,경양식,,서울특별시 성북구 정릉동 957-4 ,2024-09-11,,2024-09-13 00:13:08.0,Y
가정식솥밥,영업/정상,한식,,서울특별시 성북구 정릉동 284-40 ,2024-09-27,,2024-10-13 02:40:00.0,Y
기차순대국Ⅱ,영업/정상,한식,,서울특별시 성북구 정릉동 347-2 ,2006-08-22,,2022-07-12 02:40:00.0,Y
본죽,영업/정상,기타,02 9436268,서울특별시 성북구 정릉동 409-95번지 외1필지 ,2007-03-13,,2018-08-31 23:59:59.0,Y
치킨매니아,영업/정상,통닭(치킨),02 9163388,서울특별시 성북구 정릉동 120-8번지 ,2006-11-27,,2018-08-31 23:59:59.0,Y
공간토스트박스(국민대점),영업/정상,패스트푸드,02  914 0273,서울특별시 성북구 정릉동 852-12번지 ,2006-12-04,,2018-08-31 23:59:59.0,Y
쉐프의 생 안심탕수육 정릉점,영업/정상,기타,,서울특별시 성북구 정릉동 16-173 ,2024-10-30,,2024-11-01 00:12:59.0,Y
태영식당,영업/정상,한식,,서울특별시 성북구 정릉동 1018번지 ,2015-12-16,,2018-08-31 23:59:59.0,Y
텔미,영업/정상,정종/대포집/소주방,,서울특별시 성북구 정릉동 111-27 ,2011-10-10,,2021-08-28 02:40:00.0,Y
옥다방,영업/정상,까페,,서울특별시 성북구 정릉동 409-19번지 ,2014-09-18,,2018-08-31 23:59:59.0,Y
손큰할매순대국 국민대점,영업/정상,한식,,서울특별시 성북구 정릉동 675-1 ,2014-10-23,,2024-01-07 02:40:00.0,Y
정릉골,영업/정상,호프/통닭,02  918 8940,서울특별시 성북구 정릉동 139-43번지 ,2000-12-27,,2018-08-31 23:59:59.0,Y
동방손칼국수,영업/정상,한식,,"서울특별시 성북구 정릉동 1013번지 청구아파트 105,106호 상가동 ",2006-12-20,,2018-08-31 23:59:59.0,Y
정릉갈비,영업/정상,한식,02 9169466,서울특별시 성북구 정릉동 16-202 ,2007-01-08,,2021-09-29 02:40:00.0,Y
네네치킨,영업/정상,통닭(치킨),,서울특별시 성북구 정릉동 289-30번지 ,2006-10-19,,2018-08-31 23:59:59.0,Y
통큰왕사발,영업/정상,한식,,서울특별시 성북구 정릉동 957-10 2층 ,2006-09-06,,2024-06-26 02:40:00.0,Y
숲(Soop),영업/정상,한식,,서울특별시 성북구 정릉동 789-6 1층 ,2011-11-14,,2021-10-01 02:40:00.0,Y
인생건어물맥주 정릉시장점,영업/정상,분식,,서울특별시 성북구 정릉동 405-1 ,2016-03-16,,2023-08-18 02:40:00.0,Y
두리만횟집,영업/정상,횟집,02  919 2811,서울특별시 성북구 정릉동 396-1번지 ,2017-05-31,,2018-08-31 23:59:59.0,Y
수지,영업/정상,한식,,서울특별시 성북구 정릉동 898-14번지 ,2015-03-17,,2018-08-31 23:59:59.0,Y
오마이쿡,영업/정상,경양식,,서울특별시 성북구 정릉동 260-27 ,2016-01-28,,2024-06-15 02:40:00.0,Y
자매식당,영업/정상,한식,02 9162565,서울특별시 성북구 정릉동 260-21 ,1994-09-12,,2020-10-18 02:40:00.0,Y
옛날칼국수,영업/정상,분식,02 9421144,서울특별시 성북구 정릉동 151-8 (1층) ,2009-07-10,,2022-01-15 02:40:00.0,Y
정릉맨숀,영업/정상,일식,,서울특별시 성북구 정릉동 684-59 (1층) ,2009-07-21,,2020-08-12 02:40:00.0,Y
산중호걸,영업/정상,기타,,서울특별시 성북구 정릉동 894-14 (지하1층) ,2009-07-22,,2022-02-22 02:40:00.0,Y
정릉골,영업/정상,일식,,서울특별시 성북구 정릉동 107-33 지상1층 ,2011-06-07,,2024-11-28 02:40:00.0,Y
길이식당,영업/정상,한식,,서울특별시 성북구 정릉동 373-8번지 ,2015-06-04,,2018-08-31 23:59:59.0,Y
아리령 감자탕,영업/정상,탕류(보신용),,서울특별시 성북구 정릉동 109-2번지 ,2005-12-06,,2018-08-31 23:59:59.0,Y
두번째이야기,영업/정상,한식,,서울특별시 성북구 정릉동 687-2번지 ,2014-08-18,,2018-08-31 23:59:59.0,Y
청록원,영업/정상,한식,02  955 0550,서울특별시 성북구 정릉동 674-3 그린존 B101호,2011-05-24,,2022-07-28 02:40:00.0,Y
귀한손님,영업/정상,정종/대포집/소주방,,서울특별시 성북구 정릉동 647-12번지 ,2011-11-18,,2018-08-31 23:59:59.0,Y
오리사냥,영업/정상,한식,02 9115292,서울특별시 성북구 정릉동 1020 ,2001-02-27,,2021-09-15 02:40:00.0,Y
미락,영업/정상,한식,,서울특별시 성북구 정릉동 402-15 ,2015-05-04,,2021-12-15 02:40:00.0,Y
국수나무,영업/정상,분식,,서울특별시 성북구 정릉동 1035-6번지 대림(아)상가 201호 ,2009-10-08,,2018-08-31 23:59:59.0,Y
60계치킨 서울정릉점,영업/정상,한식,,서울특별시 성북구 정릉동 397-6 ,2017-04-10,,2023-10-27 02:40:00.0,Y
장군 생고기,영업/정상,한식,,서울특별시 성북구 정릉동 464-19 ,2001-04-11,,2021-10-14 02:40:00.0,Y
평사리 메밀 막국수,영업/정상,한식,02  942 7760,서울특별시 성북구 정릉동 266-179번지 ,2001-03-24,,2018-08-31 23:59:59.0,Y
비비큐 정릉중앙점,영업/정상,통닭(치킨),,서울특별시 성북구 정릉동 1037번지 외1필지 정릉꿈에그린 상가동 201호,2013-08-12,,2018-08-31 23:59:59.0,Y
치킨플러스 정릉점,영업/정상,패스트푸드,,서울특별시 성북구 정릉동 266-415번지 ,2013-08-16,,2020-04-18 02:40:00.0,Y
모퉁이,영업/정상,한식,,서울특별시 성북구 정릉동 506-22번지 ,2013-10-15,,2018-08-31 23:59:59.0,Y
사이야,영업/정상,호프/통닭,02  941 7199,서울특별시 성북구 정릉동 192-178 (1층) ,2010-12-03,,2021-11-03 02:40:00.0,Y
야쿠시,영업/정상,정종/대포집/소주방,,서울특별시 성북구 정릉동 373-9번지 1층 ,2017-02-28,,2018-12-05 02:40:00.0,Y
마마우동,영업/정상,분식,,서울특별시 성북구 정릉동 289-1 ,2014-05-29,,2023-11-02 02:40:00.0,Y
마몽함박,영업/정상,경양식,,서울특별시 성북구 정릉동 289-50 ,2017-11-20,,2022-02-27 02:40:00.0,Y
한아름곱창,영업/정상,한식,02  909 2579,서울특별시 성북구 정릉동 393-1번지 (1층) ,2009-05-06,,2018-08-31 23:59:59.0,Y
술이술술,영업/정상,한식,,서울특별시 성북구 정릉동 16-197번지 ,2013-09-05,,2018-08-31 23:59:59.0,Y
인생술집,영업/정상,정종/대포집/소주방,,서울특별시 성북구 정릉동 344-4 ,2014-04-10,,2021-11-07 02:40:00.0,Y
옥천등갈비 김치찜,영업/정상,한식,02 9092238,서울특별시 성북구 정릉동 16-185 ,2014-07-22,,2024-03-28 02:40:00.0,Y
아싸부속,영업/정상,정종/대포집/소주방,02  942 5427,서울특별시 성북구 정릉동 405-2번지 ,2014-07-22,,2018-09-11 23:59:59.0,Y
돈파렐라,영업/정상,경양식,02  914 9124,서울특별시 성북구 정릉동 227-65 (지상1층) ,2009-08-06,,2021-11-25 02:40:00.0,Y
그림살롱,영업/정상,기타,02  32923535,서울특별시 성북구 정릉동 464-23 ,2013-07-31,,2023-04-29 02:40:00.0,Y
오븐마루 국민대점,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 892-7 ,2018-02-23,,2023-11-04 02:40:00.0,Y
개성집,영업/정상,통닭(치킨),,서울특별시 성북구 정릉동 350-8번지 ,2013-08-29,,2018-08-31 23:59:59.0,Y
전설의사발떡볶이,영업/정상,한식,02  16610980,서울특별시 성북구 정릉동 957-17번지 1층 ,2013-09-04,,2018-08-31 23:59:59.0,Y
먹거리,영업/정상,한식,,서울특별시 성북구 정릉동 373-8번지 (지상1층) ,2009-05-08,,2018-08-31 23:59:59.0,Y
딱한잔만,영업/정상,한식,,서울특별시 성북구 정릉동 820-26번지 (1층) ,2009-05-12,,2018-08-31 23:59:59.0,Y
남원추어탕,영업/정상,한식,02 9425387,서울특별시 성북구 정릉동 14-35 ,2009-05-12,,2021-09-11 02:40:00.0,Y
미각아구동태탕,영업/정상,기타,,서울특별시 성북구 정릉동 401-2 (지상1층) ,2011-10-07,,2023-11-04 02:40:00.0,Y
The 곱창,영업/정상,한식,02  941 9696,서울특별시 성북구 정릉동 239번지 ,2009-10-13,,2018-08-31 23:59:59.0,Y
한방족발,영업/정상,한식,,서울특별시 성북구 정릉동 405-1번지 ,2017-03-30,,2020-02-22 02:40:00.0,Y
노랑통닭 정릉점,영업/정상,호프/통닭,,서울특별시 성북구 정릉동 397-6 ,2017-04-04,,2023-08-18 02:40:00.0,Y
포도집,영업/정상,경양식,,서울특별시 성북구 정릉동 132-2번지 ,2018-02-28,,2018-08-31 23:59:59.0,Y
전주콩나물국밥,영업/정상,한식,,서울특별시 성북구 정릉동 284-11번지 1층1호 ,2010-09-13,,2018-08-31 23:59:59.0,Y
